rank,title,authors,publication_type,published_date,publication,doi,url,abstract_snippet
402,DivLog: Log Parsing with Prompt Enhanced In-Context Learning,Junjielong Xu; Ruichun Yang; Yintong Huo; Chengyu Zhang; Pinjia He,research-article,April 2024,ICSE '24: Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,10.1145/3597503.3639155,https://dl.acm.org/doi/10.1145/3597503.3639155,"Log parsing, which involves log template extraction from semi-structured logs to produce structured logs, is the first and the most critical step in automated log analysis. However, current log parsers suffer from limited effectiveness for two reasons. ..."
403,ASSE '23: Proceedings of the 2023 4th Asia Service Sciences and Software Engineering Conference,,proceeding,March 2024,,10.1145/3634814,https://dl.acm.org/doi/proceedings/10.1145/3634814,
404,Vision Transformer Inspired Automated Vulnerability Repair,Michael Fu; Van Nguyen; Chakkrit Tantithamthavorn; Dinh Phung; Trung Le,research-article,March 2024,"ACM Transactions on Software Engineering and Methodology (TOSEM), Volume 33, Issue 3",10.1145/3632746,https://dl.acm.org/doi/10.1145/3632746,"Recently, automated vulnerability repair approaches have been widely adopted to combat increasing software security issues. In particular, transformer-based encoder-decoder models achieve competitive results. Whereas vulnerable programs may only consist ..."
405,SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,Ben Stephenson; Jeffrey A. Stone; Lina Battestilli; Samuel A. Rebelsky; Libby Shoop,proceeding,March 2024,,10.1145/3626253,https://dl.acm.org/doi/proceedings/10.1145/3626253,"Welcome to the 55th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2024)! This year, we have returned to Portland, Oregon. We hope that, like us, you are looking forward to a highly productive and engaging symposium that ..."
406,ASONAM '23: Proceedings of the 2023 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,Jon Rokne; Dong Wang,proceeding,March 2024,,10.1145/3625007,https://dl.acm.org/doi/proceedings/10.1145/3625007,The ASONAM conference series brings together researchers from around the world to share the latest advances in the attractive field of Social Networks Analysis and Mining.
407,CS1 with a Side of AI: Teaching Software Verification for Secure Code in the Era of Generative AI,Amanda S. Fernandez; Kimberly A. Cornell,research-article,March 2024,SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630817,https://dl.acm.org/doi/10.1145/3626252.3630817,"As AI-generated code promises to become an increasingly relied upon tool for software developers, there is a temptation to call for significant changes to early computer science curricula. A move from syntax-focused topics in CS1 toward abstraction and ..."
408,Instructor Perceptions of AI Code Generation Tools - A Multi-Institutional Interview Study,Judy Sheard; Paul Denny; Arto Hellas; Juho Leinonen; Lauri Malmi; Simon,research-article,March 2024,SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630880,https://dl.acm.org/doi/10.1145/3626252.3630880,Much of the recent work investigating large language models and AI Code Generation tools in computing education has focused on assessing their capabilities for solving typical programming problems and for generating resources such as code explanations ...
409,SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,Ben Stephenson; Jeffrey A. Stone; Lina Battestilli; Samuel A. Rebelsky; Libby Shoop,proceeding,March 2024,,10.1145/3626252,https://dl.acm.org/doi/proceedings/10.1145/3626252,"Welcome to the 55th annual SIGCSE Technical Symposium on Computer Science Education (SIGCSE TS 2024)! This year, we have returned to Portland, Oregon. We hope that, like us, you are looking forward to a highly productive and engaging symposium that ..."
410,Towards development of an effective AI-based system for relevant comment generation,Tripti Kumari; Ayan Das,extended-abstract,February 2024,FIRE '23: Proceedings of the 15th Annual Meeting of the Forum for Information Retrieval Evaluation,10.1145/3632754.3632770,https://dl.acm.org/doi/10.1145/3632754.3632770,"The comments are essential to understand the functionality of the source code. The comments are crucial to enhancing code readability, maintainability, and collaboration among developers. However, writing elaborate comments for codes is sometimes time-..."
411,FIRE '23: Proceedings of the 15th Annual Meeting of the Forum for Information Retrieval Evaluation,Debasis Ganguly; Srijoni Majumdar; Bhaskar Mitra; Parth Gupta; Surupendu Gangopadhyay; Prasenjit Majumder,proceeding,February 2024,,10.1145/3632754,https://dl.acm.org/doi/proceedings/10.1145/3632754,
412,UniLog: Automatic Logging via LLM and In-Context Learning,Junjielong Xu; Ziang Cui; Yuan Zhao; Xu Zhang; Shilin He; Pinjia He; Liqun Li; Yu Kang; Qingwei Lin; Yingnong Dang; Saravan Rajmohan; Dongmei Zhang,research-article,February 2024,ICSE '24: Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,10.1145/3597503.3623326,https://dl.acm.org/doi/10.1145/3597503.3623326,"Logging, which aims to determine the position of logging statements, the verbosity levels, and the log messages, is a crucial process for software reliability enhancement. In recent years, numerous automatic logging tools have been designed to assist ..."
413,Exploring the Potential of ChatGPT in Automated Code Refinement: An Empirical Study,Qi Guo; Junming Cao; Xiaofei Xie; Shangqing Liu; Xiaohong Li; Bihuan Chen; Xin Peng,research-article,February 2024,ICSE '24: Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,10.1145/3597503.3623306,https://dl.acm.org/doi/10.1145/3597503.3623306,"Code review is an essential activity for ensuring the quality and maintainability of software projects. However, it is a time-consuming and often error-prone task that can significantly impact the development process. Recently, ChatGPT, a cutting-edge ..."
414,WSC '23: Proceedings of the Winter Simulation Conference,,proceeding,February 2024,,,https://dl.acm.org/doi/proceedings/10.5555/3643142,
415,ACE '24: Proceedings of the 26th Australasian Computing Education Conference,Nicole Herbert; Carolyn Seton,proceeding,January 2024,,10.1145/3636243,https://dl.acm.org/doi/proceedings/10.1145/3636243,
416,The Robots Are Here: Navigating the Generative AI Revolution in Computing Education,James Prather; Paul Denny; Juho Leinonen; Brett A. Becker; Ibrahim Albluwi; Michelle Craig; Hieke Keuning; Natalie Kiesler; Tobias Kohn; Andrew Luxton-Reilly; Stephen MacNeil; Andrew Petersen; Raymond Pettit; Brent N. Reeves; Jaromir Savelka,research-article,December 2023,ITiCSE-WGR '23: Proceedings of the 2023 Working Group Reports on Innovation and Technology in Computer Science Education,10.1145/3623762.3633499,https://dl.acm.org/doi/10.1145/3623762.3633499,"Recent advancements in artificial intelligence (AI) and specifically generative AI (GenAI) are threatening to fundamentally reshape computing and society. Largely driven by large language models (LLMs), many tools are now able to interpret and generate ..."
417,ITiCSE-WGR '23: Proceedings of the 2023 Working Group Reports on Innovation and Technology in Computer Science Education,Mikko-Jussi Laakso; Mattia Monga; Simon; Judithe Sheard,proceeding,December 2023,,10.1145/3623762,https://dl.acm.org/doi/proceedings/10.1145/3623762,"In these proceedings, we present papers from the Working Groups that worked in the context of the 28th Annual Conference on Innovation & Technology in Computer Science Education (ITiCSE), held in Turku Finland, and hosted by University of Turku from the ..."
418,A Survey of Learning-based Automated Program Repair,Quanjun Zhang; Chunrong Fang; Yuxiang Ma; Weisong Sun; Zhenyu Chen,survey,December 2023,"ACM Transactions on Software Engineering and Methodology (TOSEM), Volume 33, Issue 2",10.1145/3631974,https://dl.acm.org/doi/10.1145/3631974,"Automated program repair (APR) aims to fix software bugs automatically and plays a crucial role in software development and maintenance. With the recent advances in deep learning (DL), an increasing number of APR techniques have been proposed to leverage ..."
419,COMPUTE '23: Proceedings of the 16th Annual ACM India Compute Conference,Chitra Babu; Neeraj Goel; Amey Karkare,proceeding,December 2023,,10.1145/3627217,https://dl.acm.org/doi/proceedings/10.1145/3627217,
420,CompEd 2023: Proceedings of the ACM Conference on Global Computing Education Vol 1,Venkatesh Choppella; Deepak B. Phatak; Andrew Luxton-Reilly; Michelle Craig,proceeding,December 2023,,10.1145/3576882,https://dl.acm.org/doi/proceedings/10.1145/3576882,"It is our great pleasure to welcome participants to the 2nd ACM Global Conference on Computing Education (ACM CompEd 2023) being held in Hyderabad, India, 7th-9th December, 2023 with the Working Groups meetings being held on 5th and 6th December 2023. ..."
421,Multilingual Code Co-evolution using Large Language Models,Jiyang Zhang; Pengyu Nie; Junyi Jessy Li; Milos Gligoric,research-article,November 2023,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3611643.3616350,https://dl.acm.org/doi/10.1145/3611643.3616350,"Many software projects implement APIs and algorithms in multiple programming languages. Maintaining such projects is tiresome, as developers have to ensure that any change (e.g., a bug fix or a new feature) is being propagated, timely and without errors, ..."
422,InferFix: End-to-End Program Repair with LLMs,Matthew Jin; Syed Shahriar; Michele Tufano; Xin Shi; Shuai Lu; Neel Sundaresan; Alexey Svyatkovskiy,research-article,November 2023,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3611643.3613892,https://dl.acm.org/doi/10.1145/3611643.3613892,"Software development life cycle is profoundly influenced by bugs; their introduction, identification, and eventual resolution account for a significant portion of software development cost. This has motivated software engineering researchers and ..."
423,AdaptivePaste: Intelligent Copy-Paste in IDE,Xiaoyu Liu; Jinu Jang; Neel Sundaresan; Miltiadis Allamanis; Alexey Svyatkovskiy,research-article,November 2023,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3611643.3613895,https://dl.acm.org/doi/10.1145/3611643.3613895,"In software development, it is common for programmers to copy-paste or port code snippets and then adapt them to their use case. This scenario motivates the code adaptation task – a variant of program repair which aims to adapt variable identifiers in a ..."
424,Contextual Predictive Mutation Testing,Kush Jain; Uri Alon; Alex Groce; Claire Le Goues,research-article,November 2023,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3611643.3616289,https://dl.acm.org/doi/10.1145/3611643.3616289,"Mutation testing is a powerful technique for assessing and improving test suite quality that artificially introduces bugs and checks whether the test suites catch them. However, it is also computationally expensive and thus does not scale to large ..."
425,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Satish Chandra; Kelly Blincoe; Paolo Tonella,proceeding,November 2023,,10.1145/3611643,https://dl.acm.org/doi/proceedings/10.1145/3611643,"We are pleased to welcome all delegates to ESEC/FSE 2023, the ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering. ESEC/FSE is an internationally renowned forum for researchers, practitioners, and ..."
